MJ文字図形名,部首1,内画数1
MJ文字図形名,部首2,内画数2
MJ文字図形名,部首3,内画数3
MJ文字図形名,部首4,内画数4
MJ035688,57,16
MJ035689,57,16
MJ035690,57,16
MJ035691,57,16
MJ035692,57,16
MJ035693,57,17
MJ035694,57,17
MJ035696,57,17
MJ035697,57,17
MJ035698,57,17
MJ035699,57,16
MJ035700,57,18
MJ035701,57,18
MJ035702,57,18
MJ035703,57,18
MJ035704,57,19
MJ035705,193,14
MJ035706,57,22
MJ035707,57,25
MJ035708,58,3
MJ035709,58,3
MJ035710,58,3
MJ035711,58,4
MJ035712,58,5
MJ035713,58,5
MJ035714,102,3
MJ035715,58,6
MJ035716,58,7
MJ035717,58,6
MJ035718,58,6
MJ035719,58,7
MJ035720,58,7
MJ035721,58,7
MJ035722,58,8
MJ035723,58,8
MJ035724,58,8
MJ035725,152,5
MJ035726,58,9
MJ035727,58,9
MJ035728,58,9
MJ035729,58,10
MJ035730,58,10
MJ035731,58,11
MJ035732,58,11
MJ035733,58,11
MJ035734,58,11
MJ035735,58,11
MJ035736,58,11
MJ035737,58,12
MJ035738,58,13
MJ035739,48,13
MJ035740,58,14
MJ035741,58,15
MJ035742,58,15
MJ035743,58,15
MJ035744,58,16
MJ035745,58,16
MJ035746,58,16
MJ035747,58,19
MJ035748,58,23
MJ035749,59,2
MJ035750,59,2
MJ035751,59,3
MJ035752,59,3
MJ035753,59,3
MJ035754,59,4
MJ035755,59,5
MJ035756,59,5
MJ035757,59,5
MJ035758,59,7
MJ035759,59,7
MJ035760,59,7
MJ035761,59,7
MJ035762,59,7
MJ035763,152,4
MJ035764,59,8
MJ035765,59,8
MJ035766,59,8
MJ035767,59,8
MJ035768,59,8
MJ035769,59,8
MJ035770,59,9
MJ035771,59,9
MJ035772,59,9
MJ035773,59,9
MJ035774,59,9
MJ035775,59,10
MJ035776,59,10
MJ035777,59,10
MJ035778,59,10
MJ035779,59,11
MJ035780,59,11
MJ035781,59,12
MJ035782,59,12
MJ035783,59,12
MJ035784,59,12
MJ035785,59,12
MJ035786,59,13
MJ035787,59,13
MJ035788,59,13
MJ035789,59,13
MJ035790,59,14
MJ035791,59,15
MJ035792,59,17
MJ035793,59,17
MJ035794,59,19
MJ035795,60,1
MJ035796,60,2
MJ035797,60,2
MJ035798,60,3
MJ035799,60,3
MJ035800,60,3
MJ035801,60,4
MJ035802,60,4
MJ035803,60,4
MJ035804,60,4
MJ035805,60,4
MJ035806,60,4
MJ035807,60,4
MJ035808,60,4
MJ035809,60,4
MJ035810,60,4
MJ035811,60,5
MJ035812,60,5
MJ035813,60,5
MJ035814,60,5
MJ035815,60,5
MJ035816,60,5
MJ035817,60,5
MJ035818,60,6
MJ035819,60,6
MJ035820,60,6
MJ035821,60,6
MJ035822,60,6
MJ035823,60,6
MJ035824,60,6
MJ035825,60,6
MJ035826,60,7
MJ035827,60,7
MJ035828,60,7
MJ035829,60,7
MJ035830,60,7
MJ035831,60,7
MJ035832,60,7
MJ035833,60,7
MJ035834,60,7
MJ035835,60,7
MJ035836,60,7
MJ035837,60,7
MJ035838,60,7
MJ035839,60,7
MJ035840,60,7
MJ035841,60,7
MJ035842,60,7
MJ035843,60,7
MJ035844,60,7
MJ035845,60,7
MJ035846,60,7
MJ035847,60,8
MJ035849,60,8
MJ035850,60,8
MJ035851,60,8
MJ035852,60,8
MJ035853,60,8
MJ035854,60,8
MJ035855,60,8
MJ035856,60,8
MJ035857,60,8
MJ035858,60,8
MJ035859,60,8
MJ035860,60,8
MJ035861,60,8
MJ035862,60,8
MJ035863,60,8
MJ035864,60,8
MJ035865,60,9
MJ035866,60,8
MJ035867,60,8
MJ035868,60,8
MJ035869,60,8
MJ035870,60,9
MJ035871,60,9
MJ035872,60,9
MJ035873,60,9
MJ035874,60,9
MJ035875,60,9
MJ035876,60,9
MJ035877,60,9
MJ035878,60,9
MJ035879,60,9
MJ035880,60,9
MJ035881,60,9
MJ035882,144,6
MJ035883,60,9
MJ035884,60,9
MJ035885,60,10
MJ035886,60,10
MJ035886,163,10
MJ035887,60,10
MJ035887,163,10
MJ035888,60,10
MJ035889,60,10
MJ035890,60,10
MJ035891,60,10
MJ035892,60,10
MJ035893,60,10
MJ035894,144,7
MJ035895,60,10
MJ035896,60,10
MJ035897,60,10
MJ035898,60,11
MJ035899,60,11
MJ035900,60,11
MJ035901,60,11
MJ035902,60,11
MJ035903,60,11
MJ035904,60,11
MJ035905,60,11
MJ035906,60,11
MJ035907,60,11
MJ035908,60,11
MJ035909,60,11
MJ035910,60,11
MJ035911,60,11
MJ035912,60,11
MJ035913,60,11
MJ035914,60,11
MJ035915,60,11
MJ035916,60,11
MJ035917,60,11
MJ035918,60,12
MJ035919,60,14
MJ035920,60,12
MJ035921,60,12
MJ035922,60,12
MJ035923,60,12
MJ035924,60,12
MJ035925,60,12
MJ035926,60,12
MJ035927,60,13
MJ035928,60,13
MJ035929,60,13
MJ035930,60,13
MJ035931,60,13
MJ035932,60,13
MJ035933,60,13
MJ035934,60,13
MJ035935,144,10
MJ035936,60,14
MJ035937,60,14
MJ035938,60,14
MJ035939,144,11
MJ035940,60,14
MJ035941,60,15
MJ035942,60,15
MJ035943,60,15
MJ035944,9,16
MJ035944,60,15
MJ035945,60,15
MJ035946,60,16
MJ035947,60,16
MJ035948,60,16
MJ035949,60,17
MJ035950,60,17
MJ035951,60,17
MJ035952,144,14
MJ035953,60,17
MJ035954,60,18
MJ035955,60,18
MJ035956,60,19
MJ035957,60,20
MJ035958,60,22
MJ035959,61,0
MJ035960,61,1
MJ035961,61,2
MJ035962,61,2
MJ035963,61,2
MJ035964,61,3
MJ035965,61,3
MJ035966,61,3
MJ035967,61,3
MJ035968,61,3
MJ035969,61,3
MJ035970,61,3
MJ035971,61,3
MJ035972,61,3
MJ035973,61,3
MJ035974,61,3
MJ035975,61,3
MJ035976,61,3
MJ035977,61,3
MJ035978,61,3
MJ035979,61,3
MJ035980,61,3
MJ035981,61,3
MJ035982,61,4
MJ035983,61,4
MJ035984,61,4
MJ035985,61,4
MJ035986,61,4
MJ035987,61,4
MJ035988,61,4
MJ035989,61,4
MJ035990,61,4
MJ035991,61,4
MJ035992,61,4
MJ035993,61,4
MJ035994,61,4
MJ035995,61,4
MJ035996,61,4
MJ035997,61,4
MJ035999,61,4
MJ036000,61,4
MJ036001,61,4
MJ036002,61,4
MJ036003,61,4
MJ036004,61,4
MJ036005,61,4
MJ036006,61,4
MJ036007,61,4
MJ036008,61,4
MJ036009,61,4
MJ036010,61,5
MJ036011,61,5
MJ036012,61,5
MJ036013,61,5
MJ036014,61,5
MJ036015,61,5
MJ036016,61,5
MJ036017,61,5
MJ036018,61,5
MJ036019,61,5
MJ036020,61,5
MJ036021,61,5
MJ036022,61,5
MJ036023,61,5
MJ036024,61,5
MJ036025,61,5
MJ036026,61,5
MJ036027,61,5
MJ036028,61,5
MJ036029,61,5
MJ036030,61,5
MJ036031,61,5
MJ036032,61,5
MJ036033,61,5
MJ036034,61,5
MJ036035,61,5
MJ036036,61,5
MJ036037,61,5
MJ036038,61,5
MJ036039,61,5
MJ036040,61,5
MJ036041,61,5
MJ036042,61,5
MJ036044,61,6
MJ036045,61,6
MJ036046,61,6
MJ036047,61,6
MJ036048,61,6
MJ036049,61,6
MJ036050,61,6
MJ036051,61,6
MJ036052,61,6
MJ036053,61,6
MJ036054,61,6
MJ036055,61,6
MJ036056,61,6
MJ036057,61,6
MJ036058,61,6
MJ036059,61,6
MJ036060,61,6
MJ036061,61,6
MJ036062,61,6
MJ036063,61,6
MJ036064,61,6
MJ036065,61,6
MJ036067,61,6
MJ036068,61,6
MJ036069,61,6
MJ036071,61,6
MJ036072,61,6
MJ036074,61,6
MJ036075,61,6
MJ036076,61,6
MJ036077,61,7
MJ036078,61,7
MJ036080,61,7
MJ036081,61,7
MJ036082,61,7
MJ036083,61,7
MJ036084,61,7
MJ036085,61,7
MJ036086,61,7
MJ036087,61,7
MJ036088,61,7
MJ036089,61,7
MJ036090,61,7
MJ036091,61,7
MJ036092,61,7
MJ036093,61,7
MJ036094,61,7
MJ036095,61,7
MJ036096,61,7
MJ036098,61,7
MJ036099,61,7
MJ036100,61,7
MJ036101,61,7
MJ036102,61,7
MJ036103,61,7
MJ036104,61,7
MJ036105,61,7
MJ036106,61,7
MJ036107,61,7
MJ036108,61,7
MJ036109,61,7
MJ036110,61,7
MJ036111,61,7
MJ036114,61,7
MJ036115,61,7
MJ036116,61,7
MJ036117,61,7
MJ036118,61,7
MJ036119,61,7
MJ036120,61,7
MJ036121,61,7
MJ036122,61,7
MJ036123,61,7
MJ036124,61,8
MJ036125,61,8
MJ036126,61,8
MJ036127,61,8
MJ036128,61,8
MJ036129,61,8
MJ036130,61,8
MJ036131,61,8
MJ036132,61,8
MJ036133,61,8
MJ036134,61,8
MJ036135,61,8
MJ036136,61,8
MJ036137,61,8
MJ036138,61,8
MJ036139,61,8
MJ036140,61,8
MJ036141,61,8
MJ036142,61,8
MJ036143,61,9
MJ036144,61,8
MJ036145,61,8
MJ036146,61,8
MJ036147,61,8
MJ036148,61,8
MJ036149,61,8
MJ036150,61,8
MJ036151,61,8
MJ036152,61,8
MJ036153,61,8
MJ036154,61,8
MJ036155,61,8
MJ036156,61,8
MJ036157,61,8
MJ036158,61,8
MJ036159,61,8
MJ036160,61,8
MJ036161,61,8
MJ036162,61,8
MJ036163,61,8
MJ036164,61,8
MJ036165,61,8
MJ036166,61,7
MJ036167,61,8
MJ036168,61,8
MJ036169,61,8
MJ036170,61,8
MJ036171,61,8
MJ036172,61,8
MJ036173,61,8
MJ036174,61,8
MJ036175,61,8
MJ036176,61,8
MJ036177,61,9
MJ036178,61,9
MJ036179,61,9
MJ036180,61,9
MJ036181,61,9
MJ036182,61,9
MJ036183,61,9
MJ036184,61,9
MJ036185,61,9
MJ036186,61,9
MJ036187,61,9
MJ036188,61,9
MJ036189,61,9
MJ036190,61,9
MJ036191,61,9
MJ036192,61,9
MJ036193,61,9
MJ036194,61,9
MJ036195,61,9
MJ036196,61,9
MJ036197,61,9
MJ036198,61,9
MJ036199,61,9
MJ036200,61,10
MJ036201,61,9
MJ036202,61,9
MJ036203,61,8
MJ036204,61,9
MJ036205,61,9
MJ036206,61,9
MJ036207,61,9
MJ036208,61,9
MJ036209,61,9
MJ036210,61,9
MJ036211,61,9
MJ036212,61,9
MJ036213,61,9
MJ036214,61,9
MJ036215,61,9
MJ036216,61,9
MJ036217,61,9
MJ036218,61,9
MJ036219,61,9
MJ036220,61,9
MJ036221,61,9
MJ036222,61,9
MJ036223,61,9
MJ036225,61,9
MJ036227,61,9
MJ036228,61,9
MJ036229,61,9
MJ036230,61,9
MJ036231,61,9
MJ036232,61,9
MJ036233,61,9
MJ036234,61,9
MJ036235,61,9
MJ036236,61,9
MJ036237,61,9
MJ036238,61,9
MJ036239,61,10
MJ036240,61,10
MJ036241,61,10
MJ036243,61,10
MJ036244,61,10
MJ036245,61,10
MJ036246,61,10
MJ036247,61,10
MJ036248,61,10
MJ036249,61,10
MJ036250,61,10
MJ036251,61,10
MJ036252,61,10
MJ036253,61,10
MJ036254,61,10
MJ036255,61,10
MJ036256,61,10
MJ036257,61,10
MJ036258,61,10
MJ036259,61,10
MJ036261,61,9
MJ036262,61,10
MJ036263,61,10
MJ036264,61,10
MJ036265,61,10
MJ036266,61,10
MJ036267,61,10
MJ036268,61,10
MJ036269,61,10
MJ036270,61,10
MJ036271,61,10
MJ036272,61,10
MJ036273,61,10
MJ036274,61,10
MJ036275,61,10
MJ036276,61,10
MJ036277,61,10
MJ036278,61,10
MJ036279,61,10
MJ036280,61,10
MJ036281,61,10
MJ036282,61,10
MJ036283,61,10
MJ036284,61,10
MJ036285,61,10
MJ036286,61,10
MJ036287,61,11
MJ036288,61,11
MJ036289,61,11
MJ036290,61,11
MJ036291,61,11
MJ036292,61,11
MJ036293,61,11
MJ036294,61,11
MJ036295,61,11
MJ036296,61,11
MJ036297,61,11
MJ036298,61,11
MJ036299,61,11
MJ036300,61,11
MJ036301,61,11
MJ036302,61,11
MJ036303,61,10
MJ036304,61,11
MJ036305,61,11
MJ036306,61,11
MJ036307,61,11
MJ036308,61,11
MJ036309,61,11
MJ036310,61,10
MJ036311,61,11
MJ036312,61,11
MJ036313,61,11
MJ036314,61,11
MJ036315,61,11
MJ036316,61,11
MJ036317,61,12
MJ036319,61,11
MJ036320,61,11
MJ036321,61,11
MJ036322,61,11
MJ036323,61,10
MJ036324,61,11
MJ036325,61,11
MJ036326,61,11
MJ036327,61,11
MJ036328,61,11
MJ036329,61,11
MJ036330,61,12
MJ036331,61,12
MJ036332,61,12
MJ036333,61,12
MJ036334,61,12
MJ036335,61,12
MJ036336,61,12
MJ036337,61,12
MJ036338,61,12
MJ036339,61,12
MJ036340,61,12
MJ036341,61,12
MJ036342,61,12
MJ036343,61,12
MJ036344,61,12
MJ036345,61,12
MJ036346,61,12
MJ036347,61,12
MJ036349,61,12
MJ036350,61,12
MJ036351,61,12
MJ036352,61,12
MJ036353,61,12
MJ036354,61,13
MJ036355,61,12
MJ036356,61,12
MJ036357,61,14
MJ036358,61,12
MJ036359,61,12
MJ036360,61,12
MJ036361,61,12
MJ036362,61,12
MJ036363,61,12
MJ036364,61,12
MJ036365,61,12
MJ036366,61,12
MJ036367,61,12
MJ036368,61,12
MJ036369,61,12
MJ036370,61,12
MJ036371,61,12
MJ036372,61,12
MJ036373,61,12
MJ036374,61,12
MJ036375,61,12
MJ036376,61,12
MJ036379,61,12
MJ036380,61,12
MJ036381,72,12
MJ036382,61,12
MJ036383,61,12
MJ036384,61,12
MJ036385,109,11
MJ036386,61,12
MJ036387,61,12
MJ036388,109,10
MJ036389,61,12
MJ036390,61,12
MJ036391,61,12
MJ036392,61,12
MJ036393,61,13
MJ036394,61,13
MJ036395,61,13
MJ036396,61,13
MJ036397,61,13
MJ036398,61,13
MJ036399,61,13
MJ036400,61,13
MJ036401,61,13
MJ036402,61,13
MJ036403,61,13
MJ036404,61,13
MJ036405,61,13
MJ036406,61,13
MJ036407,61,13
MJ036408,61,13
MJ036409,61,13
MJ036410,61,13
MJ036411,61,13
MJ036412,61,13
MJ036413,61,13
MJ036414,61,13
MJ036415,61,13
MJ036416,61,13
MJ036417,61,13
MJ036419,61,13
MJ036420,61,13
MJ036421,61,13
MJ036422,61,12
MJ036423,61,14
MJ036424,61,14
MJ036425,61,14
MJ036426,61,14
MJ036427,61,14
MJ036428,61,14
MJ036429,61,14
MJ036430,61,14
MJ036431,61,14
MJ036432,61,14
MJ036433,61,14
MJ036434,61,14
MJ036435,61,14
MJ036436,61,14
MJ036437,61,14
MJ036438,61,14
MJ036439,61,14
MJ036440,61,14
MJ036441,61,14
MJ036442,61,11
MJ036443,61,14
MJ036444,61,14
MJ036446,61,14
MJ036447,61,15
MJ036448,61,15
MJ036449,61,15
MJ036450,61,15
MJ036451,61,15
MJ036452,61,15
MJ036453,61,15
MJ036454,61,15
MJ036457,61,15
MJ036458,61,15
MJ036459,61,15
MJ036460,61,16
MJ036461,61,15
MJ036462,61,15
MJ036463,61,15
MJ036464,61,15
MJ036465,61,15
MJ036466,61,15
MJ036467,61,15
MJ036468,61,15
MJ036469,61,15
MJ036470,61,15
MJ036471,61,15
MJ036472,61,15
MJ036473,61,15
MJ036474,61,14
MJ036475,61,15
MJ036476,61,16
MJ036477,61,16
MJ036478,61,16
MJ036479,61,16
MJ036480,61,16
MJ036481,61,16
MJ036482,61,16
MJ036483,61,16
MJ036484,61,16
MJ036485,61,16
MJ036486,61,16
MJ036487,61,16
MJ036488,61,16
MJ036489,61,16
MJ036490,61,16
MJ036491,61,16
MJ036492,61,16
MJ036493,61,16
MJ036494,61,16
MJ036495,61,16
MJ036496,61,16
MJ036497,61,16
MJ036498,61,17
MJ036499,61,17
MJ036501,61,17
MJ036502,61,17
MJ036503,61,17
MJ036504,61,17
MJ036505,61,17
MJ036506,61,17
MJ036507,61,18
MJ036508,61,18
MJ036509,61,18
MJ036512,61,18
MJ036513,61,18
MJ036514,61,18
MJ036515,61,18
MJ036516,61,18
MJ036517,61,18
MJ036518,61,18
MJ036519,61,19
MJ036520,61,19
MJ036521,61,19
MJ036522,61,19
MJ036523,61,19
MJ036524,61,20
MJ036525,61,20
MJ036526,61,20
MJ036527,61,20
MJ036528,61,20
MJ036529,61,21
MJ036530,61,21
MJ036531,61,21
MJ036532,61,24
MJ036533,61,24
MJ036534,61,25
MJ036535,61,25
MJ036536,61,27
MJ036537,62,1
MJ036538,62,1
MJ036539,62,2
MJ036540,62,2
MJ036541,62,2
MJ036542,62,2
MJ036543,62,3
MJ036544,62,3
MJ036545,62,3
MJ036546,62,3
MJ036547,62,3
MJ036548,62,3
MJ036549,62,4
MJ036550,62,4
MJ036551,62,4
MJ036552,62,4
MJ036553,62,4
MJ036554,62,4
MJ036555,62,4
MJ036556,62,4
MJ036557,62,5
MJ036558,62,5
MJ036558,110,4
MJ036559,62,5
MJ036560,62,5
MJ036561,62,5
MJ036562,62,5
MJ036563,62,5
MJ036564,62,5
MJ036565,62,5
MJ036566,62,5
MJ036567,62,5
MJ036568,62,5
MJ036569,62,6
MJ036570,62,6
MJ036571,62,6
MJ036572,62,6
MJ036573,62,6
MJ036574,62,6
MJ036575,62,6
MJ036576,62,6
MJ036577,62,7
MJ036578,62,7
MJ036579,62,7
MJ036580,62,7
MJ036581,62,7
MJ036582,62,7
MJ036583,62,8
MJ036584,62,8
MJ036585,62,8
MJ036586,62,8
MJ036587,62,8
MJ036589,62,9
MJ036590,62,8
MJ036591,62,8
MJ036592,62,9
MJ036593,62,9
MJ036594,62,9
MJ036595,62,9
MJ036596,62,9
MJ036597,62,9
MJ036598,62,9
MJ036599,62,9
MJ036600,62,9
MJ036601,62,9
MJ036602,62,10
MJ036603,62,10
MJ036604,62,10
MJ036605,62,10
MJ036606,62,10
MJ036607,62,11
MJ036608,62,10
MJ036609,62,10
MJ036610,62,10
MJ036611,62,10
MJ036612,62,11
MJ036613,62,11
MJ036614,62,11
MJ036615,62,11
MJ036616,62,11
MJ036617,62,11
MJ036618,62,11
MJ036619,62,10
MJ036620,62,11
MJ036621,62,11
MJ036622,62,11
MJ036623,62,11
MJ036624,62,11
MJ036625,62,11
MJ036626,62,12
MJ036627,62,12
MJ036628,62,12
MJ036629,62,12
MJ036630,62,12
MJ036631,62,12
MJ036632,62,12
MJ036633,62,12
MJ036634,62,12
MJ036635,30,13
MJ036636,131,10
MJ036637,62,13
MJ036638,62,13
MJ036639,62,13
MJ036640,62,13
MJ036641,62,13
MJ036642,62,15
MJ036643,62,15
MJ036644,62,15
MJ036645,62,15
MJ036646,62,16
MJ036647,62,16
MJ036648,62,17
MJ036649,62,17
MJ036650,63,1
MJ036652,63,2
MJ036653,63,2
MJ036654,63,2
MJ036655,63,2
MJ036656,63,3
MJ036657,63,3
MJ036658,63,4
MJ036659,63,4
MJ036660,63,4
MJ036661,63,4
MJ036662,63,4
MJ036663,63,4
MJ036664,63,5
MJ036665,63,5
MJ036667,63,5
MJ036668,63,5
MJ036669,63,5
MJ036670,63,5
MJ036671,63,5
MJ036672,63,5
MJ036673,63,5
MJ036674,63,5
MJ036675,63,6
MJ036676,63,6
MJ036677,63,7
MJ036678,63,6
MJ036679,63,6
MJ036680,63,7
MJ036681,63,7
MJ036682,63,8
MJ036683,63,8
MJ036684,63,8
MJ036685,63,9
MJ036686,63,9
MJ036687,63,10
MJ036688,63,10
MJ036689,63,10
MJ036690,63,11
MJ036691,63,11
MJ036692,63,12
MJ036693,63,13
MJ036694,63,14
MJ036695,63,15
MJ036696,64,1
MJ036697,64,1
MJ036698,64,2
MJ036699,64,2
MJ036700,64,2
MJ036701,64,3
MJ036702,64,3
MJ036703,64,3
MJ036704,64,3
MJ036706,64,3
MJ036707,64,3
MJ036708,64,3
MJ036709,64,3
MJ036710,64,3
MJ036711,64,3
MJ036712,64,3
MJ036713,64,4
MJ036714,64,4
MJ036715,64,4
MJ036716,64,4
MJ036717,64,4
MJ036718,64,4
MJ036719,64,4
MJ036720,64,4
MJ036721,64,4
MJ036722,64,4
MJ036723,64,4
MJ036724,64,4
MJ036725,64,4
MJ036726,64,4
MJ036727,64,4
MJ036728,64,4
MJ036729,64,4
MJ036730,64,4
MJ036732,64,4
MJ036733,64,4
MJ036734,64,4
MJ036735,64,5
MJ036736,64,5
MJ036737,64,5
MJ036738,64,5
MJ036739,64,5
MJ036740,64,5
MJ036741,64,5
MJ036742,64,5
MJ036743,64,5
MJ036744,64,5
MJ036745,64,5
MJ036746,64,5
MJ036747,64,5
MJ036748,64,5
MJ036749,64,5
MJ036750,64,5
MJ036751,64,6
MJ036752,64,6
MJ036753,64,6
MJ036754,64,6
MJ036755,64,6
MJ036756,64,6
MJ036757,64,6
MJ036758,64,6
MJ036759,64,6
MJ036760,64,6
MJ036761,64,6
MJ036762,64,6
MJ036763,64,6
MJ036764,64,6
MJ036765,64,6
MJ036766,64,6
MJ036767,64,6
MJ036768,64,6
MJ036769,64,6
MJ036770,64,6
MJ036771,64,6
MJ036772,64,6
MJ036773,64,6
MJ036774,64,6
MJ036775,64,6
MJ036776,64,6
MJ036777,64,6
MJ036779,64,6
MJ036780,64,6
MJ036781,64,6
MJ036782,26,8
MJ036782,64,6
MJ036783,64,7
MJ036784,64,7
MJ036785,64,7
MJ036786,64,7
MJ036787,64,7
MJ036788,64,7
MJ036789,64,7
MJ036790,64,7
MJ036791,64,7
MJ036792,64,7
MJ036793,64,7
MJ036794,64,7
MJ036795,64,7
MJ036796,64,7
MJ036797,64,7
MJ036798,64,7
MJ036799,64,7
MJ036800,64,7
MJ036801,64,7
MJ036802,64,7
MJ036803,64,7
MJ036804,64,7
MJ036805,64,7
MJ036806,64,7
MJ036807,64,7
MJ036808,64,7
MJ036809,64,7
MJ036810,64,7
MJ036811,64,6
MJ036812,64,7
MJ036813,64,7
MJ036814,64,7
MJ036815,64,7
MJ036816,64,7
MJ036817,64,7
MJ036818,64,7
MJ036819,64,7
MJ036820,64,7
MJ036821,64,8
MJ036822,64,8
MJ036823,64,8
MJ036824,64,8
MJ036825,64,8
MJ036826,64,8
MJ036827,64,8
MJ036828,64,8
MJ036829,64,8
MJ036830,64,8
MJ036831,64,8
MJ036832,64,8
MJ036833,64,8
MJ036834,64,8
MJ036835,64,8
MJ036836,64,8
MJ036837,64,8
MJ036838,64,8
MJ036839,64,8
MJ036840,64,8
MJ036841,64,8
MJ036842,64,8
MJ036843,64,8
MJ036844,64,8
MJ036845,64,8
MJ036846,64,8
MJ036847,64,8
MJ036848,64,8
MJ036849,64,8
MJ036850,64,8
MJ036851,64,8
MJ036852,64,8
MJ036853,64,8
MJ036854,64,8
MJ036855,64,8
MJ036856,64,8
MJ036857,64,8
MJ036858,64,8
MJ036859,64,8
MJ036860,64,8
MJ036861,64,8
MJ036862,64,8
MJ036863,64,8
MJ036864,64,9
MJ036865,64,9
MJ036866,64,9
MJ036867,64,9
MJ036868,64,9
MJ036869,64,9
MJ036870,64,9
MJ036871,64,9
MJ036872,64,9
MJ036873,64,9
MJ036874,64,9
MJ036875,64,9
MJ036876,64,9
MJ036877,64,9
MJ036878,64,9
MJ036879,64,9
MJ036880,64,9
MJ036881,64,9
MJ036882,64,9
MJ036883,64,9
MJ036884,64,9
MJ036885,64,9
MJ036886,64,9
MJ036887,64,9
MJ036888,64,9
MJ036889,64,9
MJ036890,64,9
MJ036891,64,9
MJ036892,64,9
MJ036893,64,9
MJ036894,64,9
MJ036895,64,9
MJ036896,64,9
MJ036897,64,9
MJ036898,64,9
MJ036899,64,9
MJ036900,64,9
MJ036901,64,9
MJ036902,64,9
MJ036903,64,9
MJ036904,64,9
MJ036905,64,9
MJ036906,64,9
MJ036907,64,9
MJ036908,64,9
MJ036909,64,8
MJ036910,64,9
MJ036911,64,9
MJ036912,64,9
MJ036913,109,8
MJ036914,64,9
MJ036915,64,9
MJ036916,64,9
MJ036917,64,9
MJ036918,64,9
MJ036919,64,9
MJ036920,64,9
MJ036921,64,10
MJ036922,64,10
MJ036923,64,10
MJ036924,64,10
MJ036925,64,10
MJ036926,64,10
MJ036927,64,10
MJ036928,64,10
MJ036929,64,10
MJ036930,64,10
MJ036931,64,10
MJ036932,64,10
MJ036933,64,10
MJ036934,64,10
MJ036935,64,10
MJ036936,64,10
MJ036937,64,10
MJ036938,64,10
MJ036939,64,10
MJ036940,64,10
MJ036941,64,10
MJ036942,64,10
MJ036943,64,10
MJ036944,64,10
MJ036945,64,10
MJ036946,64,10
MJ036947,64,10
MJ036948,64,10
MJ036949,64,10
MJ036950,64,10
MJ036951,64,10
MJ036952,64,11
MJ036953,64,11
MJ036954,64,11
MJ036955,64,11
MJ036956,64,11
MJ036957,64,11
MJ036958,64,11
MJ036959,64,11
MJ036960,64,11
MJ036961,64,11
MJ036962,64,11
MJ036963,64,11
MJ036964,64,11
MJ036965,64,11
MJ036966,64,11
MJ036967,64,11
MJ036968,64,11
MJ036969,64,11
MJ036970,64,11
MJ036971,64,11
MJ036972,64,11
MJ036973,64,11
MJ036974,64,11
MJ036975,64,11
MJ036976,64,11
MJ036977,64,11
MJ036978,64,11
MJ036979,64,11
MJ036980,64,11
MJ036981,64,11
MJ036982,64,11
MJ036983,64,11
MJ036984,64,11
MJ036985,64,11
MJ036986,64,11
MJ036987,64,11
MJ036988,64,11
MJ036989,64,11
MJ036990,64,11
MJ036991,64,11
MJ036992,64,11
MJ036993,64,12
MJ036994,64,12
MJ036995,64,12
MJ036996,64,12
MJ036998,64,12
MJ036999,64,12
MJ037000,64,12
MJ037001,64,12
MJ037002,64,12
MJ037003,64,12
MJ037004,64,12
MJ037005,64,12
MJ037006,64,12
MJ037007,64,12
MJ037008,64,12
MJ037009,64,12
MJ037010,64,12
MJ037011,64,12
MJ037012,64,12
MJ037013,64,13
MJ037014,64,12
MJ037015,64,12
MJ037016,64,12
MJ037017,64,12
MJ037018,64,12
MJ037019,64,12
MJ037020,64,12
MJ037021,64,12
MJ037022,64,12
MJ037023,64,12
MJ037024,64,12
MJ037025,64,12
MJ037026,64,12
MJ037027,64,12
MJ037028,64,12
MJ037029,64,12
MJ037030,64,12
MJ037031,64,12
MJ037032,64,11
MJ037033,64,12
MJ037034,64,12
MJ037035,64,12
MJ037037,64,12
MJ037038,64,13
MJ037039,64,13
MJ037040,64,13
MJ037041,64,13
MJ037042,64,13
MJ037043,64,13
MJ037044,64,13
MJ037045,64,13
MJ037046,64,13
MJ037047,64,13
MJ037048,64,13
MJ037049,64,13
MJ037050,64,13
MJ037051,64,13
MJ037052,64,13
MJ037053,64,13
MJ037054,64,13
MJ037055,64,13
MJ037056,64,13
MJ037057,64,13
MJ037058,64,13
MJ037059,64,13
MJ037060,64,13
MJ037061,64,13
MJ037062,64,13
MJ037063,64,13
MJ037064,64,13
MJ037065,64,13
MJ037066,64,13
MJ037067,64,13
MJ037068,64,13
MJ037069,64,14
MJ037070,64,13
MJ037071,64,13
MJ037072,64,13
MJ037073,64,14
MJ037074,64,14
MJ037075,64,14
MJ037076,64,14
MJ037077,64,14
MJ037078,64,15
MJ037079,64,14
MJ037080,64,14
MJ037081,64,14
MJ037082,64,14
MJ037083,64,14
MJ037084,64,14
MJ037085,64,14
MJ037086,64,14
MJ037087,64,14
MJ037088,64,14
MJ037089,64,14
MJ037090,64,14
MJ037091,64,14
MJ037092,64,14
MJ037093,64,14
MJ037094,64,14
MJ037095,64,13
MJ037096,64,14
MJ037097,64,15
MJ037098,64,15
MJ037099,64,15
MJ037100,64,15
MJ037101,64,15
MJ037102,64,15
MJ037103,64,15
MJ037104,64,15
MJ037105,64,15
MJ037106,64,15
MJ037107,64,16
MJ037108,64,15
